age,vehicle_age,annual_mileage,accident_history,vehicle_type_SUV,vehicle_type_Sedan,vehicle_type_Tractor,vehicle_type_Truck,claim
68,15,25199,1,1,0,0,0,1
46,20,15655,4,0,1,0,0,1
28,11,13292,2,0,0,0,1,1
71,1,10880,2,0,1,0,0,0
48,12,13694,0,0,0,1,0,1
76,2,11469,1,0,0,1,0,1
51,19,23230,5,0,0,1,0,1
59,2,11688,3,0,1,0,0,1
62,20,22900,2,0,0,0,1,1
65,10,23379,1,1,0,0,0,0
43,12,11033,1,0,0,0,1,1
59,11,12239,5,0,1,0,0,1
19,12,19591,1,0,0,0,0,1
59,3,12994,5,0,0,1,0,1
19,9,6653,3,0,1,0,0,0
80,13,24220,2,0,1,0,0,1
41,5,29051,4,0,1,0,0,0
45,6,11506,3,0,0,1,0,1
30,17,15695,0,0,0,0,1,1
48,12,29013,4,0,0,0,1,1
68,2,11079,5,0,1,0,0,1
18,7,16060,5,0,1,0,0,0
57,19,26767,5,0,0,1,0,0
28,15,11230,5,0,1,0,0,0
64,15,14791,5,0,0,1,0,1
23,4,17505,5,0,0,1,0,0
71,19,20855,3,0,0,0,0,0
55,11,29752,1,0,1,0,0,1
34,4,6390,1,0,0,0,0,0
18,13,27603,2,0,0,0,1,1
38,5,26840,1,1,0,0,0,0
76,17,15796,4,0,0,1,0,0
76,20,28455,4,0,0,0,0,0
29,2,20537,3,1,0,0,0,0
62,11,6240,1,1,0,0,0,0
36,0,23919,4,0,0,1,0,0
62,5,22714,1,0,0,0,1,0
19,2,16604,0,0,0,1,0,1
37,10,27350,1,0,0,1,0,1
26,11,28912,2,0,0,0,0,0
64,5,16590,2,0,1,0,0,0
53,1,10517,4,0,0,0,0,1
50,7,28897,0,0,1,0,0,1
57,16,19974,1,1,0,0,0,1
50,1,10600,3,0,1,0,0,1
80,20,12342,1,0,0,1,0,0
29,15,10123,3,1,0,0,0,0
36,13,26825,3,0,0,0,0,0
50,2,17443,2,0,0,0,0,1
68,20,14366,2,1,0,0,0,0
45,6,11067,4,0,0,0,1,1
59,18,22559,1,1,0,0,0,1
18,11,11008,2,1,0,0,0,1
27,4,20714,0,0,0,0,0,1
30,19,6499,3,0,0,1,0,1
52,15,15963,0,1,0,0,0,1
57,18,18031,5,1,0,0,0,0
39,7,26743,0,0,0,0,1,0
41,14,9551,2,0,0,0,0,0
39,15,22249,5,1,0,0,0,1
47,0,23282,5,0,0,1,0,0
42,16,28816,3,0,1,0,0,1
65,18,11186,3,0,0,1,0,0
80,0,22553,5,0,1,0,0,1
63,0,17441,1,1,0,0,0,1
39,20,14498,4,1,0,0,0,1
79,3,24013,3,0,0,1,0,1
80,9,6771,5,1,0,0,0,0
56,14,11564,5,0,1,0,0,0
39,13,7450,2,0,0,0,0,1
47,8,17621,3,0,0,1,0,0
71,20,24058,1,0,1,0,0,1
59,2,26953,4,0,0,0,0,0
35,15,22364,4,0,1,0,0,0
35,4,24801,2,0,1,0,0,1
20,15,23792,3,0,0,1,0,1
28,11,7538,4,0,0,0,0,1
80,8,10281,5,1,0,0,0,0
64,3,12874,5,1,0,0,0,0
24,20,9110,1,1,0,0,0,0
35,12,29292,4,0,0,1,0,0
32,9,18568,2,1,0,0,0,0
18,1,16600,1,0,0,1,0,0
19,11,11358,0,0,1,0,0,0
48,9,9930,1,0,0,0,0,0
69,10,16425,0,0,0,0,0,1
27,11,21037,4,0,0,1,0,0
55,15,23288,3,1,0,0,0,0
68,1,13661,3,1,0,0,0,1
62,4,14843,1,1,0,0,0,0
40,4,29338,3,0,0,0,0,0
51,17,9256,5,0,1,0,0,1
66,16,12528,1,0,0,0,0,1
67,1,24728,4,0,1,0,0,1
78,0,26075,4,0,0,0,1,1
52,8,19873,1,0,0,0,0,0
24,7,6684,4,1,0,0,0,1
75,17,10908,3,0,1,0,0,0
76,18,12878,5,0,0,0,0,0
49,5,29027,2,1,0,0,0,0
46,2,14315,3,0,0,0,1,1
35,1,28242,4,0,0,0,1,0
62,1,29409,2,0,0,1,0,0
22,7,7107,4,0,0,1,0,1
71,4,23748,4,1,0,0,0,1
75,15,26588,0,0,1,0,0,0
77,1,26598,5,0,0,1,0,0
80,5,8467,0,0,0,0,1,0
76,18,14147,4,0,1,0,0,0
23,20,26497,5,0,0,1,0,1
49,9,13331,2,0,0,1,0,1
48,7,14364,5,0,0,0,0,1
42,0,10862,5,0,1,0,0,1
69,5,17351,2,0,0,0,1,0
66,19,23412,1,0,0,0,0,1
48,1,13876,2,0,0,0,1,1
64,15,15437,5,0,1,0,0,1
50,6,5829,5,0,1,0,0,1
18,16,15337,3,0,0,0,1,0
73,9,13085,2,0,0,1,0,0
51,5,29894,5,0,0,1,0,0
35,15,5455,0,0,1,0,0,0
60,10,19510,1,1,0,0,0,1
58,2,7436,4,0,0,0,1,1
68,10,17724,5,0,0,0,0,0
68,10,6919,4,0,0,0,0,0
80,18,24723,5,0,0,1,0,1
57,9,11545,2,0,0,0,0,1
22,10,10798,4,0,0,0,0,0
24,15,16177,3,0,0,1,0,1
46,7,17704,5,0,0,0,0,1
51,1,9281,4,1,0,0,0,0
47,9,29067,0,1,0,0,0,1
35,4,29494,5,0,0,0,0,0
78,5,15639,1,0,0,1,0,1
38,18,26511,3,0,1,0,0,1
29,1,29934,4,0,0,0,0,0
64,18,26350,2,0,0,0,1,1
19,20,25529,0,0,0,1,0,0
53,15,17730,4,0,0,0,0,0
75,16,8811,1,0,1,0,0,1
35,2,10113,0,0,1,0,0,1
67,1,8880,3,0,0,0,1,1
80,17,10876,0,0,1,0,0,1
73,19,7948,2,0,0,1,0,0
26,6,13586,1,0,0,0,0,0
19,14,23532,3,0,0,0,0,1
30,0,9932,5,0,1,0,0,1
28,7,23546,3,0,0,1,0,0
31,8,13552,2,0,0,0,1,0
61,19,20720,0,1,0,0,0,1
52,2,5792,4,1,0,0,0,0
61,16,21130,3,0,0,0,1,1
69,4,15297,5,0,0,1,0,0
62,2,28491,1,0,0,0,1,0
42,17,20757,5,1,0,0,0,1
38,3,16638,3,1,0,0,0,1
45,8,27022,5,1,0,0,0,0
59,15,28119,1,0,1,0,0,0
36,11,25159,2,1,0,0,0,0
25,4,15540,3,0,0,0,1,1
36,15,27397,0,0,0,0,0,1
34,15,14956,4,0,0,1,0,1
26,11,29803,4,1,0,0,0,1
80,20,29055,3,0,0,0,0,1
40,7,15885,1,1,0,0,0,1
41,13,20984,2,0,0,0,0,0
22,19,5772,5,0,0,0,0,1
54,4,6941,1,0,0,1,0,0
56,18,19524,0,0,0,0,1,1
26,2,7801,2,0,0,1,0,0
19,11,24078,5,0,1,0,0,0
79,4,13936,4,1,0,0,0,1
47,6,10695,3,0,0,0,1,1
60,5,19270,1,0,0,1,0,1
33,18,29797,1,0,0,0,1,0
46,4,24612,4,0,1,0,0,0
37,13,27533,4,1,0,0,0,1
27,11,26849,0,0,1,0,0,1
53,6,21730,0,0,0,0,1,0
19,20,26916,0,0,0,0,1,1
59,1,18265,4,0,0,0,0,0
29,13,16985,5,0,0,1,0,0
20,15,22347,4,1,0,0,0,1
75,7,8956,4,0,1,0,0,1
23,15,15280,4,0,1,0,0,0
21,6,27697,2,0,1,0,0,0
61,19,9657,5,0,0,1,0,0
29,6,16428,4,0,0,1,0,0
30,20,26384,1,0,1,0,0,0
53,16,21903,0,0,0,1,0,0
26,14,29514,3,0,1,0,0,0
68,4,29854,2,0,0,0,1,1
33,8,9774,3,0,1,0,0,1
55,0,19550,2,0,1,0,0,0
72,12,11605,4,0,0,0,0,0
73,7,28387,3,0,1,0,0,1
26,7,25169,0,0,0,1,0,1
62,6,22401,5,1,0,0,0,1
39,12,5684,5,0,1,0,0,0
58,6,26646,4,0,0,0,0,0
62,17,6707,4,0,0,1,0,1
32,13,12400,3,0,0,0,1,0
65,8,13346,2,0,1,0,0,1
67,14,8282,3,0,0,0,0,0
73,14,25985,0,0,1,0,0,1
70,5,28334,5,0,0,1,0,1
22,18,18318,1,0,0,1,0,0
31,10,14661,2,0,1,0,0,0
75,0,15006,0,1,0,0,0,1
53,10,10391,2,0,0,1,0,1
80,7,29229,3,1,0,0,0,0
61,20,26211,5,0,0,0,0,0
50,13,8301,3,0,1,0,0,1
40,4,26295,1,0,1,0,0,1
39,11,23092,5,0,0,0,0,0
64,5,6877,3,0,0,0,0,1
70,12,7029,0,0,0,0,0,1
49,7,17971,1,0,1,0,0,0
72,11,29997,2,0,1,0,0,0
69,11,23867,3,1,0,0,0,1
74,14,26366,0,0,0,0,0,1
64,18,22254,4,0,1,0,0,0
61,20,16896,5,0,0,1,0,0
34,3,6009,3,1,0,0,0,0
49,2,6720,0,0,0,1,0,0
53,15,27975,5,0,0,0,0,0
79,1,27505,5,0,1,0,0,0
26,13,16573,3,0,0,0,0,0
56,6,6429,5,1,0,0,0,0
46,2,10914,3,0,1,0,0,0
80,10,22970,5,0,0,1,0,0
53,20,20793,2,0,1,0,0,1
37,5,24668,4,0,1,0,0,1
77,4,9721,3,0,0,0,0,0
74,11,27644,3,0,0,0,1,1
58,11,16514,0,1,0,0,0,1
65,5,21651,0,0,0,1,0,1
25,13,13787,4,0,1,0,0,0
67,3,13675,5,0,0,1,0,1
20,1,5271,3,1,0,0,0,1
20,14,10202,4,0,0,1,0,1
22,6,19175,2,0,1,0,0,0
18,6,9631,3,0,1,0,0,0
39,13,22687,5,0,0,0,0,0
66,14,19348,0,1,0,0,0,0
42,5,16454,5,0,0,1,0,1
28,19,18534,1,1,0,0,0,0
27,4,5623,2,0,0,0,1,1
67,4,24207,4,1,0,0,0,1
52,8,13809,0,0,0,0,1,0
73,4,14389,5,0,1,0,0,0
23,12,16074,2,0,0,0,1,0
40,0,16410,2,1,0,0,0,0
39,1,8567,5,0,0,0,0,1
60,5,22726,0,0,1,0,0,0
43,16,22465,2,0,0,1,0,1
39,2,22696,3,0,0,0,1,0
63,20,19865,5,0,1,0,0,0
57,7,13513,4,0,0,0,1,0
49,14,27994,5,0,1,0,0,1
24,3,14947,0,0,1,0,0,0
55,16,18723,4,0,0,1,0,0
29,13,18214,4,0,1,0,0,0
72,20,16994,3,0,1,0,0,0
25,17,14988,2,1,0,0,0,0
72,1,19756,2,0,0,1,0,1
36,5,29384,4,1,0,0,0,0
55,11,6504,0,0,0,0,0,0
74,0,20377,0,0,0,0,0,1
50,18,9683,5,1,0,0,0,0
56,7,27863,0,1,0,0,0,1
79,18,24290,3,0,1,0,0,1
71,10,26106,1,0,0,1,0,1
67,12,6565,0,1,0,0,0,0
29,5,18306,1,1,0,0,0,1
72,4,12468,5,0,1,0,0,1
40,15,26127,5,0,0,0,0,0
44,9,17077,4,0,0,0,1,0
75,14,25839,5,0,1,0,0,1
73,6,21782,1,0,1,0,0,1
80,17,15381,1,0,0,0,0,1
54,16,25112,4,1,0,0,0,1
69,12,16519,1,0,1,0,0,1
39,6,23722,1,1,0,0,0,0
33,15,27248,3,0,1,0,0,1
68,16,5963,2,0,1,0,0,0
39,16,24783,1,0,1,0,0,0
42,1,23999,4,0,1,0,0,0
77,10,5777,4,0,0,1,0,1
68,2,6792,4,0,0,1,0,0
73,5,25766,4,0,0,0,0,1
38,15,27291,2,0,0,0,0,0
20,18,26321,1,0,0,0,0,1
19,0,22411,4,1,0,0,0,1
31,11,21938,2,1,0,0,0,0
20,20,15847,5,0,0,1,0,1
44,16,18966,0,0,0,0,1,0
50,12,21613,5,0,0,0,1,1
65,0,28759,1,0,0,1,0,1
29,19,10779,5,0,1,0,0,0
34,16,5164,2,1,0,0,0,0
73,9,5969,5,0,0,0,0,0
43,13,12727,5,1,0,0,0,1
53,20,7719,1,0,0,0,1,0
76,14,26679,1,1,0,0,0,1
58,0,24780,5,1,0,0,0,1
23,11,11644,0,0,0,0,1,0
59,9,28440,5,0,0,1,0,1
31,5,25787,4,0,1,0,0,1
48,5,20645,1,0,0,0,0,0
56,13,19043,1,0,1,0,0,0
29,11,19858,1,0,0,1,0,0
60,12,18496,4,0,1,0,0,1
38,12,6010,3,1,0,0,0,0
37,11,11183,2,0,1,0,0,0
21,10,8317,3,1,0,0,0,1
41,5,11698,2,0,1,0,0,1
80,8,14862,0,0,0,1,0,0
70,3,19080,3,0,0,0,1,0
60,1,9545,0,0,0,0,1,0
47,10,16813,1,0,0,1,0,0
75,1,13420,4,0,1,0,0,1
68,2,27776,5,0,0,0,0,1
76,15,11378,0,0,0,0,1,0
67,8,22100,3,0,0,0,0,0
80,5,22982,3,1,0,0,0,1
41,13,9743,0,0,0,1,0,0
20,11,6102,4,0,0,0,1,1
77,6,24997,5,0,1,0,0,0
39,20,25163,3,0,0,0,0,1
50,9,17550,0,0,1,0,0,0
76,4,20564,4,0,0,0,0,1
22,17,11624,3,0,1,0,0,1
34,10,25716,1,0,0,0,0,1
68,12,20167,3,0,0,0,1,1
70,11,9890,2,0,0,1,0,0
63,15,15180,4,0,0,0,0,1
46,6,28562,4,0,1,0,0,1
72,11,22701,5,0,0,1,0,1
51,18,10139,0,0,0,1,0,1
69,3,22508,1,1,0,0,0,1
21,19,9542,2,1,0,0,0,1
43,9,23967,5,1,0,0,0,0
69,10,15508,0,0,0,0,0,1
68,12,28234,3,0,0,0,0,0
62,5,7005,3,0,0,1,0,1
77,7,28549,2,0,0,1,0,0
68,5,15725,0,0,0,1,0,1
19,1,9566,2,0,0,0,1,0
27,9,13769,1,0,0,1,0,1
56,13,22805,5,0,0,1,0,0
73,14,24747,1,0,0,1,0,0
75,5,25238,2,1,0,0,0,0
60,18,18344,1,0,0,0,0,1
26,6,21351,3,0,0,0,0,1
57,13,25281,0,0,0,0,0,0
44,20,5520,2,1,0,0,0,1
63,17,14775,1,1,0,0,0,0
55,18,17713,5,1,0,0,0,1
28,20,16713,4,0,0,1,0,1
69,14,11245,3,0,0,1,0,0
29,16,20386,3,0,0,0,0,1
44,14,14522,2,0,0,1,0,0
60,4,5889,1,1,0,0,0,0
75,14,25542,3,1,0,0,0,1
70,8,5075,1,0,0,1,0,1
21,11,21504,3,1,0,0,0,1
61,13,20995,5,0,0,1,0,1
51,18,8667,5,1,0,0,0,1
32,8,9592,1,0,0,0,1,1
56,6,11713,0,0,0,1,0,0
74,10,28719,3,0,0,1,0,1
73,8,16520,5,0,1,0,0,0
72,3,9741,1,0,1,0,0,0
57,20,25985,2,1,0,0,0,0
48,8,28972,1,1,0,0,0,1
32,16,5055,5,0,0,0,0,1
72,10,12133,4,0,0,0,1,0
58,11,10591,0,0,0,0,1,0
40,9,8100,2,0,0,1,0,1
73,16,23932,5,0,0,1,0,0
34,4,22929,4,0,0,0,1,1
76,6,20193,4,0,0,1,0,1
58,13,12946,2,1,0,0,0,1
48,6,22219,3,0,0,0,0,0
20,5,17798,3,0,0,1,0,1
74,10,25954,2,1,0,0,0,1
56,18,20847,4,0,0,1,0,1
67,12,6215,1,0,1,0,0,0
54,18,12458,0,0,0,0,0,1
66,14,17409,2,0,0,1,0,1
56,6,16000,2,0,0,1,0,1
24,14,21508,5,0,0,0,0,1
68,20,28641,0,0,0,0,0,0
28,2,27932,1,0,0,1,0,1
70,4,5679,4,0,0,1,0,0
18,4,10684,3,1,0,0,0,1
70,6,21241,2,0,0,0,1,1
35,8,13256,0,0,0,0,0,0
56,3,16578,2,0,1,0,0,1
67,7,23273,5,0,1,0,0,0
46,11,10189,5,0,0,0,0,1
65,12,19054,5,0,0,0,0,0
21,16,22078,2,0,0,1,0,0
77,12,28186,5,0,1,0,0,1
73,15,21376,0,1,0,0,0,1
27,11,11613,4,1,0,0,0,0
34,14,9559,2,0,0,0,1,0
19,12,20896,5,0,0,1,0,1
18,18,7902,4,0,0,0,1,1
68,19,11702,5,0,0,0,1,0
65,13,26924,4,0,0,0,1,0
47,18,23909,0,0,1,0,0,0
45,8,29102,0,0,0,1,0,0
69,1,26256,1,0,0,1,0,1
19,10,14473,2,0,0,0,1,1
57,18,12860,3,0,0,1,0,1
56,12,29953,1,0,1,0,0,0
23,13,9817,3,0,0,0,0,1
27,18,18464,2,0,0,1,0,1
80,0,12489,1,1,0,0,0,1
68,15,29780,3,0,1,0,0,0
63,15,21802,4,0,0,0,1,1
68,7,16798,4,0,0,1,0,1
50,11,23048,1,0,0,0,1,0
47,14,5637,1,1,0,0,0,1
74,15,27123,2,0,1,0,0,0
71,15,15538,1,0,0,0,0,1
48,1,28740,1,0,1,0,0,1
36,7,6451,5,0,0,0,0,0
36,18,11545,4,0,0,1,0,0
65,3,23036,5,0,1,0,0,1
24,6,19325,2,0,0,0,1,1
49,16,18811,3,0,0,1,0,1
60,0,22277,4,0,0,1,0,1
62,19,29127,1,0,0,1,0,1
29,5,24171,0,0,0,1,0,1
33,16,26795,0,1,0,0,0,0
34,18,27969,1,1,0,0,0,0
47,1,18515,1,0,0,0,1,0
43,20,8707,1,1,0,0,0,1
45,8,22198,2,1,0,0,0,1
19,13,16329,0,0,0,0,0,1
54,15,25618,5,0,0,0,0,0
77,7,22494,2,0,0,1,0,0
41,4,28937,3,0,0,0,0,0
22,7,11508,0,1,0,0,0,0
33,20,11675,0,0,1,0,0,1
77,4,15007,4,0,1,0,0,0
56,10,8149,5,0,0,1,0,1
63,1,16328,1,0,1,0,0,1
67,2,24124,1,0,1,0,0,0
37,16,7417,0,0,0,0,1,0
29,9,7821,0,0,0,1,0,1
26,5,8861,5,0,1,0,0,1
44,15,7362,3,0,1,0,0,0
52,12,28397,0,0,0,1,0,0
48,3,6133,2,1,0,0,0,1
33,5,26740,0,0,0,0,1,1
38,20,20993,0,0,0,0,1,0
74,5,24905,5,1,0,0,0,1
38,10,23372,4,0,0,1,0,1
63,8,5944,1,0,0,1,0,1
70,7,27356,0,0,0,0,1,1
79,5,26916,2,0,0,0,1,0
53,4,14579,2,0,0,0,0,0
54,20,28497,4,0,1,0,0,0
41,19,20896,3,0,0,1,0,1
25,11,21397,3,0,0,0,0,1
80,20,24057,0,0,0,0,0,1
70,15,26645,1,0,1,0,0,0
79,20,17311,3,0,1,0,0,0
18,2,19492,4,0,0,0,1,1
49,11,8918,0,1,0,0,0,1
23,4,10430,0,1,0,0,0,0
31,19,28123,3,0,0,0,0,1
70,2,13321,0,1,0,0,0,0
32,3,10236,3,0,1,0,0,1
40,16,20419,5,0,1,0,0,0
21,9,13157,3,0,1,0,0,1
67,6,11394,1,0,1,0,0,1
45,11,11471,4,0,0,1,0,0
38,13,17112,1,1,0,0,0,1
74,4,9160,5,0,0,1,0,1
61,0,19039,0,0,0,0,1,0
30,16,22686,1,0,1,0,0,1
55,17,8664,4,0,0,0,1,0
61,20,15915,0,0,0,0,1,0
78,8,23302,4,0,0,0,0,0
71,1,26688,3,0,0,1,0,1
60,13,15585,2,0,0,0,0,1
33,10,20134,2,1,0,0,0,0
55,10,8289,4,0,0,0,1,0
69,17,29593,3,1,0,0,0,0
25,16,22865,1,0,0,1,0,1
64,19,25657,4,1,0,0,0,1
38,10,15908,0,1,0,0,0,1
40,9,7006,4,0,0,0,1,1
35,12,28700,5,0,1,0,0,1
57,13,15260,2,1,0,0,0,0
66,3,26884,4,0,0,0,0,0
69,0,15727,4,0,0,1,0,0
44,12,7323,1,0,0,0,1,1
42,2,26420,2,0,0,0,1,0
64,12,20132,0,0,1,0,0,1
34,18,15259,1,0,0,0,0,0
46,5,16513,1,0,0,1,0,0
63,3,19754,2,0,1,0,0,1
19,13,10521,3,0,0,0,0,0
58,20,21619,3,0,0,1,0,0
57,16,23342,5,0,0,0,0,1
48,3,10914,5,0,0,0,0,1
24,0,5552,1,0,1,0,0,1
34,20,18345,1,0,0,1,0,1
54,3,28627,0,0,1,0,0,1
34,19,24134,1,0,1,0,0,0
68,7,6438,2,0,1,0,0,1
70,20,21237,3,0,0,1,0,1
26,7,7125,3,0,1,0,0,1
75,2,26735,1,0,1,0,0,0
69,18,18466,0,1,0,0,0,1
23,1,11429,4,0,1,0,0,0
21,19,17744,5,0,1,0,0,1
45,9,9489,3,0,1,0,0,1
57,17,12650,1,0,0,0,0,1
24,18,24782,1,1,0,0,0,1
26,4,7838,4,0,0,0,0,1
41,6,12569,4,0,0,1,0,0
30,7,28710,1,1,0,0,0,0
76,17,19628,3,1,0,0,0,0
62,16,21516,4,0,0,1,0,0
51,16,25125,1,0,0,0,0,0
64,20,9899,0,0,0,1,0,0
47,3,13068,2,0,1,0,0,1
46,14,13315,4,0,1,0,0,0
45,8,22706,4,0,0,0,1,1
38,5,12615,2,0,0,0,1,1
33,15,29184,1,0,1,0,0,0
56,20,19328,3,0,0,0,0,0
25,12,23753,3,0,0,0,1,1
70,12,28460,2,0,0,0,0,0
20,20,13702,5,0,1,0,0,0
39,11,7849,5,0,0,0,1,1
33,5,29827,5,0,1,0,0,0
77,0,6980,4,0,0,0,1,0
46,4,7910,0,0,1,0,0,1
